YEAR,DISTRICT,UPAZILA/THANA,EIIN,INSTITUTE NAME,CLASS_SIX_AGE_UNDER11,CLASS_SIX_AGE11,CLASS_SIX_AGE12,CLASS_SIX_AGE13,CLASS_SIX_AGE14,CLASS_SIX_AGE15,CLASS_SIX_AGE_UPER15,CLASS_SEVEN_AGE_UNDER11,CLASS_SEVEN_AGE11,CLASS_SEVEN_AGE12,CLASS_SEVEN_AGE13,CLASS_SEVEN_AGE14,CLASS_SEVEN_AGE15,CLASS_SEVEN_AGE_UPER15,CLASS_EIGHT_AGE_UNDER11,CLASS_EIGHT_AGE11,CLASS_EIGHT_AGE12,CLASS_EIGHT_AGE13,CLASS_EIGHT_AGE14,CLASS_EIGHT_AGE15,CLASS_EIGHT_AGE_UPER15,CLASS_NINE_AGE_UNDER11,CLASS_NINE_AGE11,CLASS_NINE_AGE12,CLASS_NINE_AGE13,CLASS_NINE_AGE14,CLASS_NINE_AGE15,CLASS_NINE_AGE_UPER15,CLASS_TEN_AGE_UNDER11,CLASS_TEN_AGE11,CLASS_TEN_AGE12,CLASS_TEN_AGE13,CLASS_TEN_AGE14,CLASS_TEN_AGE15,CLASS_TEN_AGE_UPER15
2016,NAOGAON,MAHADEBPUR,134817,DR.AFAJ UDDIN MEMORIAL  JUNIOR  GIRLS SCHOOL,15.0,8.0,2.0,3.0,4.0,0.0,0.0,0.0,11.0,8.0,6.0,4.0,3.0,0.0,0.0,0.0,10.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NAOGAON,NAOGAON SADAR,123411,PASCHIM NAOGAON HIGH SCHOOL,55.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,34.0,0.0
2016,NAOGAON,NAOGAON SADAR,123412,HAT NAOGAON HIGH SCHOOL,13.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,27.0,0.0
2016,NAOGAON,NAOGAON SADAR,123413,"NAOGAON ZILLA SCHOOL , NAOGAON",20.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,12.0
2016,NAOGAON,NAOGAON SADAR,123414,CHAK ENAYET HIGH SCHOOL,0.0,35.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,12.0,0.0,0.0,0.0,0.0,0.0,28.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0
2016,NAOGAON,NAOGAON SADAR,123415,SAYEM UDDIN MEMORIAL  ACADEMY,110.0,70.0,4.0,0.0,0.0,0.0,0.0,0.0,113.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,110.0,35.0,0.0,0.0,0.0,0.0,0.0,55.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,8.0,0.0,0.0
2016,NAOGAON,NAOGAON SADAR,123416,JANAKALYAN MODEL HIGH SCHOOL,89.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0
2016,NAOGAON,NAOGAON SADAR,123417,NAOGAON P.M.GIRLS HIGH SCHOOL,36.0,100.0,60.0,0.0,0.0,0.0,0.0,0.0,100.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,60.0,16.0,3.0,1.0,0.0,0.0,0.0,45.0,56.0,25.0,5.0,0.0,0.0,0.0,0.0,38.0,71.0,22.0
2016,NAOGAON,NAOGAON SADAR,123418,NAOGAON CENTRAL GIRLS HIGH SCHOOL,50.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,31.0
2016,NAOGAON,NAOGAON SADAR,123419,NAOGAON GOVT. GIRLS HIGH SCHOOL,225.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,230.0,40.0,7.0,0.0,0.0,0.0,0.0,0.0,210.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,225.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,220.0,10.0,5.0
2016,NAOGAON,NAOGAON SADAR,123422,DUBALHATI RAJA HARANATH HIGH SCHOOL,0.0,40.0,139.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,170.0,49.0,0.0,0.0,0.0,0.0,7.0,180.0,18.0,2.0,0.0,0.0,0.0,0.0,40.0,105.0,16.0,0.0,0.0,0.0,0.0,5.0,100.0,6.0,10.0
2016,NAOGAON,NAOGAON SADAR,123424,CHAKLA HIGH SCHOOL,109.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,40.0,4.0,0.0,0.0,0.0,0.0,0.0,60.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,80.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,43.0,0.0
2016,NAOGAON,NAOGAON SADAR,123425,CHAK ATITHA HIGH SCHOOL,109.0,95.0,3.0,0.0,0.0,0.0,0.0,109.0,91.0,6.0,0.0,0.0,0.0,0.0,0.0,123.0,89.0,3.0,0.0,0.0,0.0,0.0,0.0,106.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,39.0,0.0,0.0
2016,NAOGAON,NAOGAON SADAR,123426,KIRTIPUR HIGH SCHOOL,0.0,140.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,57.0
